Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
Spicologa Spiquiatra,OPERATIONAL,"500 East 51st Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8026887,-87.6134697
Provident Hospital of Cook County,OPERATIONAL,"500 East 51st Street, Chicago",Price information not available,2.9,288,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8027413,-87.61322899999999
Cook County Health John Sengstacke Health Center,OPERATIONAL,"500 East 51st Street, Chicago",Price information not available,3.4,14,"['hospital', 'health', 'point_of_interest', 'establishment']",41.802746,-87.61410529999999
DaVita Kenwood Dialysis,OPERATIONAL,"4259 South Cottage Grove Avenue #100, Chicago",Price information not available,3.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",41.81720079999999,-87.6063935
DaVita Kenwood Ht At Home,OPERATIONAL,"4259 South Cottage Grove Avenue #200, Chicago",Price information not available,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8173316,-87.60654099999999
Northwestern Medicine,OPERATIONAL,"4800 South Cottage Grove Avenue, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.807483,-87.606905
UChicago Medicine Kenwood,OPERATIONAL,"4646 South Drexel Boulevard, Chicago",Price information not available,5,4,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.810005,-87.6049797
Spicologa Spiquiatra,OPERATIONAL,"500 East 51st Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8026887,-87.6134697
Orlikoff & Associates Inc,OPERATIONAL,"4800 South Chicago Beach Drive, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.80659089999999,-87.58656599999999
Komed Holman Health Center,OPERATIONAL,"4259 South Berkeley Avenue, Chicago",Price information not available,3.4,172,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.81711600000001,-87.60034329999999
UChicago Medicine Kenwood,OPERATIONAL,"4646 South Drexel Boulevard, Chicago",Price information not available,5,4,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.810005,-87.6049797
Northwestern Medicine,OPERATIONAL,"4800 South Cottage Grove Avenue, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.807483,-87.606905
Near North Health Service Corporation,OPERATIONAL,"4259 South Berkeley Avenue, Chicago",Price information not available,4.3,53,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8171454,-87.6001818
Orlikoff & Associates Inc,OPERATIONAL,"4800 South Chicago Beach Drive, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.80659089999999,-87.58656599999999
DaVita Emerald Dialysis PD,OPERATIONAL,"710 West 43rd Street, Chicago",Price information not available,5,1,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8165124,-87.64385349999999
DaVita Emerald Dialysis PD,OPERATIONAL,"710 West 43rd Street, Chicago",Price information not available,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8165124,-87.64385349999999
DaVita Kenwood Ht At Home,OPERATIONAL,"4259 South Cottage Grove Avenue #200, Chicago",Price information not available,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8173316,-87.60654099999999
DaVita Kenwood Dialysis,OPERATIONAL,"4259 South Cottage Grove Avenue #100, Chicago",Price information not available,3.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",41.81720079999999,-87.6063935
Komed Holman Health Center,OPERATIONAL,"4259 South Berkeley Avenue, Chicago",Price information not available,3.4,172,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.81711600000001,-87.60034329999999
Near North Health Service Corporation,OPERATIONAL,"4259 South Berkeley Avenue, Chicago",Price information not available,4.3,53,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8171454,-87.6001818
UChicago Medicine Kenwood,OPERATIONAL,"4646 South Drexel Boulevard, Chicago",Price information not available,5,4,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.810005,-87.6049797
Komed Holman Health Center,OPERATIONAL,"4259 South Berkeley Avenue, Chicago",Price information not available,3.4,172,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.81711600000001,-87.60034329999999
DaVita Kenwood Dialysis,OPERATIONAL,"4259 South Cottage Grove Avenue #100, Chicago",Price information not available,3.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",41.81720079999999,-87.6063935
DaVita Kenwood Ht At Home,OPERATIONAL,"4259 South Cottage Grove Avenue #200, Chicago",Price information not available,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8173316,-87.60654099999999
Near North Health Service Corporation,OPERATIONAL,"4259 South Berkeley Avenue, Chicago",Price information not available,4.3,53,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8171454,-87.6001818
Chinatown Foot Clinic,OPERATIONAL,"553 West 31st Street #1, Chicago",Price information not available,5,1,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.83793600000001,-87.641097
Voda Vein Center,OPERATIONAL,"553 West 31st Street #1, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.83786420000001,-87.6410794
Integrative Primary Care Clinic & Mental Health Clinic,OPERATIONAL,"3201 South Wallace Street, Chicago",Price information not available,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8360619,-87.6411268
"Suzanne Chan, DNP, FNP-BC, PMHNP-BC",OPERATIONAL,"3201 South Wallace Street, Chicago",Price information not available,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8360619,-87.6411268
Chicago Hemorrhoid Center,OPERATIONAL,"553 West 31st Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.83792750000001,-87.64110579999999
Chinatown Foot Clinic,OPERATIONAL,"553 West 31st Street #1, Chicago",Price information not available,5,1,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.83793600000001,-87.641097
Voda Vein Center,OPERATIONAL,"553 West 31st Street #1, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.83786420000001,-87.6410794
Apogee Health Partners,OPERATIONAL,"2850 South Wabash Avenue # 202, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8425305,-87.6254108
Integrative Primary Care Clinic & Mental Health Clinic,OPERATIONAL,"3201 South Wallace Street, Chicago",Price information not available,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8360619,-87.6411268
"Suzanne Chan, DNP, FNP-BC, PMHNP-BC",OPERATIONAL,"3201 South Wallace Street, Chicago",Price information not available,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8360619,-87.6411268
Chicago Hemorrhoid Center,OPERATIONAL,"553 West 31st Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.83792750000001,-87.64110579999999
Apogee Health Partners,OPERATIONAL,"2850 South Wabash Avenue # 202, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8425305,-87.6254108
Alivio Medical Center,OPERATIONAL,"2355 South Western Avenue, Chicago",Price information not available,2.5,123,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8487182,-87.6852272
DaVita Little Village Dialysis PD,OPERATIONAL,"2335 West Cermak Road, Chicago",Price information not available,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.851787,-87.684759
Cermak Inmediaate Care,OPERATIONAL,"2410 West Cermak Road, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8522524,-87.6862269
Chinatown Foot Clinic,OPERATIONAL,"553 West 31st Street #1, Chicago",Price information not available,5,1,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.83793600000001,-87.641097
Voda Vein Center,OPERATIONAL,"553 West 31st Street #1, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.83786420000001,-87.6410794
Chicago Hemorrhoid Center,OPERATIONAL,"553 West 31st Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.83792750000001,-87.64110579999999
Mercy Medical in Chinatown,OPERATIONAL,"2323 South Wentworth Avenue, Chicago",Price information not available,1.7,12,"['hospital', 'point_of_interest', 'health', 'establishment']",41.85027679999999,-87.63162609999999
Apogee Health Partners,OPERATIONAL,"2850 South Wabash Avenue # 202, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8425305,-87.6254108
Insight Hospital & Medical Center Chicago,OPERATIONAL,"2525 South Michigan Avenue, Chicago",Price information not available,3.3,745,"['hospital', 'point_of_interest', 'health', 'establishment']",41.846322,-87.62183879999999
Mercy Hospital & Medical Center,OPERATIONAL,"2525 South Michigan Avenue, Chicago",Price information not available,3,2,"['hospital', 'point_of_interest', 'health', 'establishment']",41.84669739999999,-87.62138519999999
Insight Brain and Spine Institute,OPERATIONAL,"2525 South Michigan Avenue Suite 1201, Chicago",Price information not available,5,8,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8467816,-87.62133639999999
China Square Clinic,OPERATIONAL,"2142 South Archer Avenue, Chicago",Price information not available,2,8,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8538332,-87.6338229
Advocate Sykes Outpatient Center,OPERATIONAL,"2535 South Doctor Martin Luther King Junior Drive, Chicago",Price information not available,3.3,69,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8470738,-87.6155804
Apogee Health Partners,OPERATIONAL,"2850 South Wabash Avenue # 202, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8425305,-87.6254108
Insight Hospital & Medical Center Chicago,OPERATIONAL,"2525 South Michigan Avenue, Chicago",Price information not available,3.3,745,"['hospital', 'health', 'point_of_interest', 'establishment']",41.846322,-87.62183879999999
Mercy Hospital & Medical Center,OPERATIONAL,"2525 South Michigan Avenue, Chicago",Price information not available,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.84669739999999,-87.62138519999999
Insight Brain and Spine Institute,OPERATIONAL,"2525 South Michigan Avenue Suite 1201, Chicago",Price information not available,5,8,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8467816,-87.62133639999999
Advocate Sykes Outpatient Center,OPERATIONAL,"2535 South Doctor Martin Luther King Junior Drive, Chicago",Price information not available,3.3,69,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8470738,-87.6155804
Alivio Medical Center,OPERATIONAL,"2355 South Western Avenue, Chicago",Price information not available,2.5,123,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8487182,-87.6852272
Dr. Mohammed Sajjad,OPERATIONAL,"2017 South Western Avenue, Chicago",Price information not available,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']",41.85418190000001,-87.685379
DaVita Little Village Dialysis PD,OPERATIONAL,"2335 West Cermak Road, Chicago",Price information not available,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.851787,-87.684759
Cermak Inmediaate Care,OPERATIONAL,"2410 West Cermak Road, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8522524,-87.6862269
Pilsen Family Health Center Lower West,OPERATIONAL,"1713 South Ashland Avenue, Chicago",Price information not available,3.5,16,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8583191,-87.66576549999999
Rush Medical Center,OPERATIONAL,"Ashland Avenue, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8541555,-87.66612529999999
La Sagrada Familia Med Center LLC,OPERATIONAL,"1868 South Blue Island Avenue, Chicago",Price information not available,4.2,14,"['hospital', 'point_of_interest', 'health', 'establishment']",41.85628699999999,-87.66286400000001
Alivio Medical Center,OPERATIONAL,"966 West 21st Street, Chicago",Price information not available,2.6,153,"['hospital', 'health', 'point_of_interest', 'establishment']",41.854149,-87.6510359
Pilsen Family Health Center Lower West,OPERATIONAL,"1713 South Ashland Avenue, Chicago",Price information not available,3.5,16,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8583191,-87.66576549999999
La Sagrada Familia Med Center LLC,OPERATIONAL,"1868 South Blue Island Avenue, Chicago",Price information not available,4.2,14,"['hospital', 'health', 'point_of_interest', 'establishment']",41.85628699999999,-87.66286400000001
Rush Medical Center,OPERATIONAL,"Ashland Avenue, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8541555,-87.66612529999999
Alivio Medical Center,OPERATIONAL,"966 West 21st Street, Chicago",Price information not available,2.6,153,"['hospital', 'point_of_interest', 'health', 'establishment']",41.854149,-87.6510359
China Square Clinic,OPERATIONAL,"2142 South Archer Avenue, Chicago",Price information not available,2,8,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8538332,-87.6338229
Mercy Medical in Chinatown,OPERATIONAL,"2323 South Wentworth Avenue, Chicago",Price information not available,1.7,12,"['hospital', 'point_of_interest', 'health', 'establishment']",41.85027679999999,-87.63162609999999
Loop Medical Center: Pain Management and Varicose Vein Doctor in Chicago,OPERATIONAL,"1921 South Michigan Avenue, Chicago",Price information not available,4.8,610,"['physiotherapist', 'hospital', 'doctor', 'point_of_interest', 'health', 'establishment']",41.8560801,-87.6236861
China Square Clinic,OPERATIONAL,"2142 South Archer Avenue, Chicago",Price information not available,2,8,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8538332,-87.6338229
Metro Infusion Center,OPERATIONAL,"2105 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.85391089999999,-87.62353189999999
Oriental Traditional Medical Center,OPERATIONAL,"79 East 16th Street f1, Chicago",Price information not available,4.8,132,"['campground', 'park', 'hospital', 'lodging', 'point_of_interest', 'health', 'establishment']",41.8601192,-87.6242298
Loop Medical Center: Pain Management and Varicose Vein Doctor in Chicago,OPERATIONAL,"1921 South Michigan Avenue, Chicago",Price information not available,4.8,610,"['physiotherapist', 'hospital', 'doctor', 'point_of_interest', 'health', 'establishment']",41.8560801,-87.6236861
Advocate Sykes Outpatient Center,OPERATIONAL,"2535 South Doctor Martin Luther King Junior Drive, Chicago",Price information not available,3.3,69,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8470738,-87.6155804
Metro Infusion Center,OPERATIONAL,"2105 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.85391089999999,-87.62353189999999
Oriental Traditional Medical Center,OPERATIONAL,"79 East 16th Street f1, Chicago",Price information not available,4.8,132,"['campground', 'park', 'hospital', 'lodging', 'point_of_interest', 'health', 'establishment']",41.8601192,-87.6242298
Insight Brain and Spine Institute,OPERATIONAL,"2525 South Michigan Avenue Suite 1201, Chicago",Price information not available,5,8,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8467816,-87.62133639999999
Mercy Hospital & Medical Center,OPERATIONAL,"2525 South Michigan Avenue, Chicago",Price information not available,3,2,"['hospital', 'point_of_interest', 'health', 'establishment']",41.84669739999999,-87.62138519999999
Insight Hospital & Medical Center Chicago,OPERATIONAL,"2525 South Michigan Avenue, Chicago",Price information not available,3.3,745,"['hospital', 'point_of_interest', 'health', 'establishment']",41.846322,-87.62183879999999
Advocate Sykes Outpatient Center,OPERATIONAL,"2535 South Doctor Martin Luther King Junior Drive, Chicago",Price information not available,3.3,69,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8470738,-87.6155804
University-Il Clinics,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.86879690000001,-87.6718398
UI Health: Digestive Disease & GI,OPERATIONAL,"1801 West Taylor Street Suite 3C, Chicago",Price information not available,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8687246,-87.6719988
Jesse Brown VA Medical Center,OPERATIONAL,"820 South Damen Avenue, Chicago",Price information not available,3.9,404,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8705356,-87.67749959999999
"Frank Gonzalez, MD",OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8688326,-87.671999
University Of Illinois Medical Center - Obstetrics And Gynecology,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,4.2,5,"['hospital', 'health', 'point_of_interest', 'establishment']",41.86901,-87.6718485
Family Medicine Department,OPERATIONAL,"1919 West Taylor Street #145AHP, Chicago",Price information not available,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.86839070000001,-87.6747949
UI Health - Chicago Institute for Voice Care,OPERATIONAL,"1009 South Wood Street #6C, Chicago",Price information not available,No rating,No ratings,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.8690039,-87.6713497
UIC Medical Center Ophthalmology,OPERATIONAL,"1855 West Taylor Street, Chicago",Price information not available,2.4,13,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.86878069999999,-87.67298439999999
Prism Medical Center,OPERATIONAL,"1211 South Western Avenue # 105, Chicago",Price information not available,3,3,"['hospital', 'insurance_agency', 'health', 'point_of_interest', 'establishment']",41.866177,-87.6858266
Taylor Pavilion - Jesse Brown VA Medical Center,OPERATIONAL,"820 South Damen Avenue, Chicago",Price information not available,4.1,18,"['hospital', 'health', 'point_of_interest', 'establishment']",41.86920509999999,-87.6773566
Ogden Pavilion - Jesse Brown VA Medical Center,OPERATIONAL,"820 South Damen Avenue #820, Chicago",Price information not available,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8700637,-87.6773716
Bed Pavilion - Jesse Brown VA Medical Center,OPERATIONAL,Chicago,Price information not available,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8704636,-87.6781297
Damen Pavilion - Jesse Brown VA Medical Center,OPERATIONAL,"820 South Damen Avenue, Chicago",Price information not available,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8706578,-87.67705699999999
General Medicine,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8687121,-87.67218629999999
Arthritis - Kidney,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8689742,-87.67170440000001
Specialty Care Building (SCB) at UI Health,OPERATIONAL,"1009 South Wood Street, Chicago",Price information not available,2.9,18,"['hospital', 'health', 'point_of_interest', 'establishment']",41.86884929999999,-87.6712029
UI Health Otolaryngology (Ear Nose and Throat Clinic) - Specialty Care building (SCB),OPERATIONAL,"1009 South Wood Street #6C, Chicago",Price information not available,No rating,No ratings,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",41.86888949999999,-87.6711703
UI Health Antithrombosis Center,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'health', 'point_of_interest', 'establishment']",41.8694704,-87.67176529999999
University-Il Clinics,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.86879690000001,-87.6718398
UI Health: Digestive Disease & GI,OPERATIONAL,"1801 West Taylor Street Suite 3C, Chicago",Price information not available,4,1,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8687246,-87.6719988
University of Illinois,OPERATIONAL,"1747 Roosevelt Road, Chicago",Price information not available,4,3,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8696584,-87.6703649
UI Health,OPERATIONAL,"1740 West Taylor Street, Chicago",Price information not available,2.9,620,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8694785,-87.6705817
DaVita West Side Dialysis,OPERATIONAL,"1600 West 13th Street #3, Chicago",Price information not available,4.5,6,"['hospital', 'point_of_interest', 'health', 'establishment']",41.86536410000001,-87.6668795
Pilsen Family Health Center Lower West,OPERATIONAL,"1713 South Ashland Avenue, Chicago",Price information not available,3.5,16,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8583191,-87.66576549999999
UI Health - Chicago Institute for Voice Care,OPERATIONAL,"1009 South Wood Street #6C, Chicago",Price information not available,No rating,No ratings,"['hospital', 'doctor', 'point_of_interest', 'health', 'establishment']",41.8690039,-87.6713497
"Frank Gonzalez, MD",OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8688326,-87.671999
Children's Hospital University of Illinois,OPERATIONAL,"1740 West Taylor Street, Chicago",Price information not available,4,4,"['hospital', 'point_of_interest', 'health', 'establishment']",41.86931029999999,-87.6705173
University Of Illinois Medical Center - Obstetrics And Gynecology,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,4.2,5,"['hospital', 'point_of_interest', 'health', 'establishment']",41.86901,-87.6718485
University of Illinois at Chicago Medical Center Parking,OPERATIONAL,"808 South Wood Street #471, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8696584,-87.6703649
Family Medicine Department,OPERATIONAL,"1919 West Taylor Street #145AHP, Chicago",Price information not available,3,2,"['hospital', 'point_of_interest', 'health', 'establishment']",41.86839070000001,-87.6747949
UIC Medical Center Ophthalmology,OPERATIONAL,"1855 West Taylor Street, Chicago",Price information not available,2.4,13,"['hospital', 'doctor', 'point_of_interest', 'health', 'establishment']",41.86878069999999,-87.67298439999999
Specialty Care Building (SCB) at UI Health,OPERATIONAL,"1009 South Wood Street, Chicago",Price information not available,2.9,18,"['hospital', 'point_of_interest', 'health', 'establishment']",41.86884929999999,-87.6712029
UI Health Otolaryngology (Ear Nose and Throat Clinic) - Specialty Care building (SCB),OPERATIONAL,"1009 South Wood Street #6C, Chicago",Price information not available,No rating,No ratings,"['hospital', 'doctor', 'point_of_interest', 'health', 'establishment']",41.86888949999999,-87.6711703
General Medicine,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,No rating,No ratings,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8687121,-87.67218629999999
Arthritis - Kidney,OPERATIONAL,"1801 West Taylor Street, Chicago",Price information not available,4,1,"['hospital', 'point_of_interest', 'health', 'establishment']",41.8689742,-87.67170440000001
