url,type,price,sq_ft,price_per_sq_ft,latitude,longitude,beds,baths,address,tags,year_built,property_type,amenities.hoa_dues,amenities.community,amenities.county,amenities.built,amenities.property_type,amenities.heating_cooling,amenities.laundry,amenities.parking,amenities.lot_size
https://redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1806/home/12592207,for_sale,275000.0,700.0,393.0,41.8866836,-87.6212145,1.0,1.0,"222 N Columbus Dr #1806, Chicago, IL 60601","['DESIGNER BATHROOM', 'STAINLESS STEEL APPLIANCES', 'FLOOR-TO-CEILING WINDOWS', 'SPACIOUS KITCHEN', 'QUARTZ WATERFALL COUNTERTOPS', 'RARE FIREPLACE']",2002.0,Condo/Co-op,$679 monthly HOA fee,CHI - Loop,Cook,Built in 2002,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1127/home/14095217,for_sale,339000.0,860.0,394.0,41.8847693,-87.6164831,1.0,1.0,"400 E Randolph St #1127, Chicago, IL 60601","['BACKSPLASH', 'OAK PANELED WALL', 'QUARTZ COUNTERTOPS', 'KITCHEN AND BATHROOM REMODEL']",1964.0,Condo/Co-op,$650 monthly HOA fee,CHI - Loop,Cook,Built in 1964,Condo,Has A/C,,1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-2003/home/187870947,for_sale,2950000.0,3536.0,834.0,41.8873714,-87.6161391,4.0,4.5,"363 E Wacker Dr #2003, Chicago, IL 60601","['FLOOR TO CEILING WINDOWS', 'COFFEE BAR', 'CUSTOM WALK IN CLOSETS', 'LUTRON SHADES', 'BREATHTAKING VIEWS', 'WIDE PLANK HARDWOOD FLOORING']",2021.0,Condo/Co-op,"$2,830 monthly HOA fee",CHI - Loop,Cook,Built in 2021,Condo,Has A/C,In-unit laundry (washer and dryer),2 garage spaces,
https://redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-2812/home/18938872,for_sale,825000.0,1586.0,520.0,41.8870911,-87.6163031,2.0,2.0,"420 E Waterside Dr #2812, Chicago, IL 60601","['SPA-LIKE BATHROOMS', 'WOOD FLOORS', 'MILLION DOLLAR VIEWS', 'STAINLESS STEEL APPLIANCES', 'NORTH AND EASTERN VIEWS', 'QUARTZ COUNTERTOPS']",2006.0,Condo/Co-op,"$1,320 monthly HOA fee",Regatta,Cook,Built in 2006,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-508/home/18914213,for_sale,684000.0,1500.0,456.0,41.8870911,-87.6163031,2.0,2.5,"420 E Waterside Dr #508, Chicago, IL 60601","['STUNNING KITCHEN', 'NEW BACKSPLASH', 'STAINLESS STEEL APPLIANCES', 'PRIVATE BALCONY', 'BREATHTAKING VIEWS', 'QUARTZ COUNTERTOPS']",2007.0,Condo/Co-op,$960 monthly HOA fee,CHI - Loop,Cook,Built in 2007,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-1903/home/179100132,for_sale,2850000.0,3500.0,814.0,41.8873714,-87.6161391,4.0,4.5,"363 E Wacker Dr #1903, Chicago, IL 60601","['HIGH-END FINISHES', 'WIDE-PLANK HARDWOOD FLOORS', 'CUSTOM CABINETRY', 'EXCLUSIVE AMENITIES', 'STATE-OF-THE-ART APPLIANCES', 'FULL-HEIGHT STONE WALLS']",2020.0,Condo/Co-op,"$2,867 monthly HOA fee",CHI - Loop,Cook,Built in 2020,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-4405/home/144508899,for_sale,265900.0,755.0,352.0,41.8860876,-87.6300102,1.0,1.0,"200 N Dearborn St #4405, Chicago, IL 60601","['LAKE VIEWS', 'UPDATED KITCHEN', 'STEPS FROM TRAIN LINE', 'FITNESS CENTER', 'SUNDECK', 'ACCESS TO LAKE MICHIGAN']",1991.0,Condo/Co-op,$630 monthly HOA fee,CHI - Loop,Cook,Built in 1991,Condo,Has A/C,,,
https://redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-1808/home/144508439,for_sale,249900.0,770.0,325.0,41.8860876,-87.6300102,1.0,1.0,"200 N Dearborn St #1808, Chicago, IL 60601","['NEWER FLOORS', 'SS APPLIANCES', 'QUARTZ COUNTERS', 'NEW KITCHEN CABINETS', 'PRIVATE BALCONY', 'REMODELED BATH']",1989.0,Condo/Co-op,$505 monthly HOA fee,CHI - Loop,Cook,Built in 1989,Condo,Has A/C,Shared laundry,,
https://redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1111/home/14092844,for_sale,510000.0,1369.0,373.0,41.8848951,-87.6153982,2.0,2.0,"155 N Harbor Dr #1111, Chicago, IL 60601","['GENEROUS CLOSET SPACE', 'UNOBSTRUCTED LAKE VIEWS', 'UPDATED BATHROOMS', 'OPEN FLOORPLAN', 'WINDOW SEAT STORAGE', 'FULL AMENITY BUILDING']",1974.0,Condo/Co-op,"$1,227 monthly HOA fee",Harbor Point,Cook,Built in 1974,Condo,,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-4308/home/104322284,for_sale,3150000.0,2546.0,1237.0,41.8874508,-87.6174598,3.0,2.5,"363 E Wacker Dr #4308, Chicago, IL 60601","['INDOOR OUTDOOR KITCHEN', 'DOG LOUNGE', 'WINE VAULT', 'FLOOR TO CEILING WINDOWS', 'OUTDOOR POOL', 'PRIVATE BALCONY']",2021.0,Condo/Co-op,"$2,052 monthly HOA fee",CHI - Loop,Cook,Built in 2021,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-3302/home/184625647,for_sale,2510000.0,2893.0,868.0,41.8864877,-87.6146074,3.0,4.0,"211 N Harbor Dr #3302, Chicago, IL 60601","['LAKEFRONT LIVING', 'PRIVATE COMMUNITY', 'OUTDOOR TERRACE', 'WINE LOUNGE', '41ST FLOOR AMENITY SPACE', 'CATERING KITCHEN']",2022.0,Condo/Co-op,"$2,413 monthly HOA fee",CHI - Loop,Cook,Built in 2022,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1901/home/12588654,for_sale,300000.0,835.0,359.0,41.8866836,-87.6212145,1.0,1.0,"222 N Columbus Dr #1901, Chicago, IL 60601","['PANORAMIC VISTAS', 'GRANITE COUNTERTOPS', 'FLOOR-TO-CEILING WINDOWS', 'SLEEK KITCHEN', 'STAINLESS STEEL APPLIANCES', 'ADDITIONAL DEN']",2002.0,Condo/Co-op,$813 monthly HOA fee,CHI - Loop,Cook,Built in 2002,Condo,Has A/C,In-unit laundry (washer and dryer),2 garage spaces,
https://redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1422/home/14095155,for_sale,209999.0,571.0,368.0,41.8847693,-87.6164831,0.0,1.0,"400 E Randolph St #1422, Chicago, IL 60601","['MEDIA CENTER', 'INDOOR BASKETBALL COURT', 'ICONIC DOMED SWIMMING POOL', 'RACQUETBALL COURT', 'SUN DECK', 'HOSPITALITY ROOM']",1963.0,Condo/Co-op,$472 monthly HOA fee,Outer Drive East,Cook,Built in 1963,Condo,Has A/C,Shared laundry,2 garage spaces,
https://redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-3902/home/14094476,for_sale,799000.0,1450.0,551.0,41.8848084,-87.6179477,2.0,2.0,"360 E Randolph St #3902, Chicago, IL 60601","['LAKE VIEWS', 'HOME OFFICE SPACE', 'JET TUB', 'OPEN KITCHEN', 'CITY SKYLINE', 'UNOBSTRUCTED VIEWS']",1982.0,Condo/Co-op,"$1,664 monthly HOA fee",Buckingham Residences,Cook,Built in 1982,Condo,Has A/C,Shared laundry,2 garage spaces,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-3009/home/194230198,for_sale,2600000.0,2721.0,956.0,41.8873714,-87.6161391,3.0,3.5,"363 E Wacker Dr #3009, Chicago, IL 60601","['THERMADOR APPLIANCES', 'CANTILEVER COUNTERTOPS', 'FLOOR TO CEILING WINDOWS', 'SNAIDERO CABINETRY', 'PRIVATE BALCONY', 'GAGGENAU APPLIANCES']",2021.0,Condo/Co-op,"$1,881 monthly HOA fee",CHI - Loop,Cook,Built in 2021,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-2108/home/194071159,for_sale,1340000.0,1574.0,851.0,41.8868919,-87.6157238,3.0,2.0,"211 N Harbor Dr #2108, Chicago, IL 60601","['LAKEFRONT LIVING', 'LAKEFRONT RUNNING PATH', 'PRIVATE COMMUNITY', 'GREEN SPACES', 'BIKING PATH', 'EXCLUSIVE NEIGHBORHOOD']",2022.0,Condo/Co-op,"$1,408 monthly HOA fee",CHI - Loop,Cook,Built in 2022,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-2606/home/14094440,for_sale,295000.0,770.0,383.0,41.8848084,-87.6179477,1.0,1.0,"360 E Randolph St #2606, Chicago, IL 60601","['MARBLE TILE BATHROOM', 'NEW FLOORING', 'STAINLESS STEEL APPLIANCES', 'IN UNIT W D', 'CONTEMPORARY CABINET', 'WHITE QUARTZ COUNTERS']",1982.0,Condo/Co-op,$923 monthly HOA fee,CHI - Loop,Cook,Built in 1982,Condo,Has A/C,Shared laundry,1 garage space,
https://redfin.com/IL/Chicago/360-E-Randolph-St-60601/home/180055721,for_sale,899000.0,2600.0,346.0,41.8849092,-87.6179803,3.0,3.0,"360 E Randolph St Unit 2805-2806, Chicago, IL 60601","['SPACIOUS SHOWER', 'BUCKINGHAM CORNER UNIT', 'LARGE JETTED TUB', 'ENSUITE SPA STYLE BATH', 'WINDOW-SURROUNDED DINING AREA', 'NEW STAINLESS-STEEL APPLIANCES']",1982.0,Condo/Co-op,"$2,526 monthly HOA fee",CHI - Loop,Cook,Built in 1982,Condo,Has A/C,In-unit laundry (washer and dryer),2 garage spaces,
https://redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-610/home/14094903,for_sale,545000.0,1250.0,436.0,41.8848951,-87.6153982,2.0,2.0,"155 N Harbor Dr #610, Chicago, IL 60601","['NEW KITCHEN', 'HARDWOOD FLOORS', 'PANORAMIC VISTAS', 'UPDATED MASTER BATHROOM', 'ADDITIONAL STORAGE', 'NEW WINDOW SHADES']",1974.0,Condo/Co-op,"$1,040 monthly HOA fee",Harbor Point,Cook,Built in 1974,Condo,,In-unit laundry (washer and dryer),2 garage spaces,
https://redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-4001/home/14093402,for_sale,425000.0,1174.0,362.0,41.8856622,-87.6146932,2.0,2.0,"195 N Harbor Dr #4001, Chicago, IL 60601","['MODERN KITCHEN', 'HARDWOOD FLOORS', 'STAINLESS STEEL APPLIANCES', 'FLOOR-TO-CEILING WINDOWS', 'WALK-IN CLOSET', 'WHITE QUARTZ COUNTERTOPS']",1996.0,Condo/Co-op,"$1,265 monthly HOA fee",CHI - Loop,Cook,Built in 1996,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-1807/home/144508438,for_sale,247500.0,860.0,288.0,41.8860876,-87.6300102,1.0,1.0,"200 N Dearborn St #1807, Chicago, IL 60601","['ELFA STORAGE SYSTEM', 'PLENTY CLOSET SPACE', '24-HOUR DOORMAN', 'WALK-IN CLOSET', 'UPDATED BATHROOM TILE', 'INDOOR POOL']",1989.0,Condo/Co-op,$589 monthly HOA fee,CHI - Loop,Cook,Built in 1989,Condo,Has A/C,Shared laundry,1 garage space,
https://redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6305/home/52638152,for_sale,1495000.0,2022.0,739.0,41.8864623,-87.6201026,3.0,3.0,"225 N Columbus Dr #6305, Chicago, IL 60601","['WRAP AROUND TERRACE', 'MOCHA HARDWOOD FLOORS', 'PANORAMIC VIEWS', 'LUXURY IMPORTED CABINETRY', 'MOTORIZED SHADES', 'CUSTOM BUILT-IN CABINETS']",2009.0,Condo/Co-op,"$1,986 monthly HOA fee",CHI - Loop,Cook,Built in 2009,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1312-13/home/191320178,for_sale,1375000.0,2500.0,550.0,41.8848951,-87.6153982,3.0,3.5,"155 N Harbor Dr Unit 1312-13, Chicago, IL 60601","['ENSUITE BATHS', 'SOUTHERN EXPOSURE', 'INDOOR POOL', 'WHITE AND STAINLESS KITCHEN', 'IN-UNIT WASHER DRYER', 'ENGINEERED HARDWOOD FLOORS']",1974.0,Condo/Co-op,"$2,303 monthly HOA fee",Harbor Point,Cook,Built in 1974,Condo,,Shared laundry,3 garage spaces,
https://redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1112-13/home/193770488,for_sale,1390000.0,2500.0,556.0,41.8848951,-87.6153982,3.0,3.5,"155 N Harbor Dr Unit 1112-13, Chicago, IL 60601","['SUN DRENCHED INDOOR POOL', 'PRIVATE PARTY ROOMS', 'MULTIPLE LOUNGES', 'FULL AMENITY BUILDING', 'TRANQUIL LAKESHORE EAST PARK', 'HUGE OUTDOOR SUNDECK']",1974.0,Condo/Co-op,"$2,086 monthly HOA fee",Harbor Point,Cook,Built in 1974,Condo,Has A/C,Washer and dryer hookups,4 garage spaces,
https://redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-P3-60/home/26795034,for_sale,55000.0,,,41.8847771,-87.6190621,,,"340 E Randolph St Unit P3-60, Chicago, IL 60601","['HEATED PARKING SPACE', 'DEEDED PARKING SPACE']",2007.0,Parking,$180 monthly HOA fee,CHI - Loop,Cook,Built in 2007,Parking,,,1 parking space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-3402/home/179336648,for_sale,1969900.0,2336.0,843.0,41.8878215,-87.6176368,3.0,2.0,"363 E Wacker Dr #3402, Chicago, IL 60601","['HIGH END APPLIANCES', 'SPA INSPIRED BATH', 'FLOOR TO CEILING WINDOWS', 'OUTDOOR POOL', 'PANORAMIC VIEWS', 'PRIVATE BALCONY']",2020.0,Condo/Co-op,"$2,104 monthly HOA fee",CHI - Loop,Cook,Built in 2020,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-P-61/home/39564874,for_sale,37000.0,,,41.8860876,-87.6300102,,,"200 N Dearborn St Unit P-61, Chicago, IL 60601",,,Parking,$105 monthly HOA fee,CHI - Loop,Cook,,Parking,,,1 parking space,117 sq ft lot
https://redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-805/home/14093729,for_sale,219900.0,800.0,275.0,41.8847693,-87.6164831,1.0,1.0,"400 E Randolph St #805, Chicago, IL 60601",,1963.0,Condo/Co-op,$801 monthly HOA fee,CHI - Loop,Cook,Built in 1963,Condo,,,1 garage space,
https://redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-3505/home/26794858,for_sale,999000.0,1322.0,756.0,41.8847771,-87.6190621,1.0,1.5,"340 E Randolph St #3505, Chicago, IL 60601","['DUAL VANITY', 'NEW POWDER ROOM', 'FOREVER VIEWS OF LAKE MICHIGAN', 'OPEN KITCHEN CONCEPT', 'SEPARATE SHOWER', 'WALK IN CLOSET']",2007.0,Condo/Co-op,$900 monthly HOA fee,CHI - Loop,Cook,Built in 2007,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-2706/home/183975963,for_sale,2675000.0,2437.0,1098.0,41.8874508,-87.6174598,3.0,2.5,"363 E Wacker Dr #2706, Chicago, IL 60601","['AUTO-ROLLER SHADES', 'OPEN AREA DEN', 'DISTINCT FINISH PALETTES', 'SPLIT BEDROOM FLOOR PLAN', 'ARCHITECTURAL MASTERPIECE', 'GAGGENAU APPLIANCES']",2021.0,Condo/Co-op,"$2,554 monthly HOA fee",CHI - Loop,Cook,Built in 2021,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3203/home/12595694,for_sale,389000.0,1225.0,318.0,41.8866836,-87.6212145,2.0,2.0,"222 N Columbus Dr #3203, Chicago, IL 60601","['GRANITE BREAKFAST BAR', 'FLOOR-TO-CEILING WINDOWS', 'INDOOR LAP POOL']",2000.0,Condo/Co-op,"$1,124 monthly HOA fee",CHI - Loop,Cook,Built in 2000,Condo,Has A/C,,,
https://redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-3704/home/193810815,for_sale,1220000.0,1251.0,975.0,41.8868919,-87.6157238,2.0,2.0,"211 N Harbor Dr #3704, Chicago, IL 60601",['INDOOR PARKING AVAILABLE'],2022.0,Condo/Co-op,"$1,089 monthly HOA fee",CHI - Loop,Cook,Built in 2022,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-805/home/185131647,for_sale,450000.0,685.0,657.0,41.886336,-87.614699,1.0,1.0,"211 N Harbor Dr #805, Chicago, IL 60601","['RESORT-STYLE LAKEFRONT LIVING', 'INDOOR/OUTDOOR AMENITY SPACE', 'EASY ACCESS TO LAKEFRONT PATH', 'FULLY EQUIPPED FITNESS CENTER', 'UNIQUE LOUNGE SPACES', 'INDOOR AND OUTDOOR POOLS']",2022.0,Condo/Co-op,$488 monthly HOA fee,CHI - Loop,Cook,Built in 2022,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-506/home/26814939,for_sale,519000.0,1244.0,417.0,41.8847771,-87.6190621,1.0,1.5,"340 E Randolph St #506, Chicago, IL 60601",,2007.0,Condo/Co-op,$845 monthly HOA fee,340 on the Park,Cook,Built in 2007,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-7501/home/107595666,for_sale,7995000.0,5734.0,1394.0,41.8874508,-87.6174598,4.0,4.5,"363 E Wacker Dr #7501, Chicago, IL 60601","['AMPLE STORAGE', 'FLOOR TO CEILING WINDOWS', 'SPA-CALIBER BATH', '360 DEGREE VIEWS', ""CHEF'S KITCHEN"", 'EAST AND WEST TERRACES']",2021.0,Condo/Co-op,"$6,011 monthly HOA fee",CHI - Loop,Cook,Built in 2021,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-2102/home/12620669,for_sale,409000.0,1120.0,365.0,41.8866836,-87.6212145,2.0,2.0,"222 N Columbus Dr #2102, Chicago, IL 60601","['JACUZZI', '24/7 DOOR STAFF', 'FLOOR-TO-CEILING WINDOW', 'SUNDECK WITH GRILLS', 'INDOOR POOL']",2002.0,Condo/Co-op,"$1,030 monthly HOA fee",CHI - Loop,Cook,Built in 2002,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-6301/home/177902967,for_sale,4250000.0,3448.0,1233.0,41.8875829,-87.6173096,3.0,3.0,"363 E Wacker Dr #6301, Chicago, IL 60601",,,Condo/Co-op,"$3,587 monthly HOA fee",CHI - Loop,Cook,,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-1907/home/105505118,for_sale,1087344.0,1296.0,839.0,41.8874508,-87.6174598,1.0,1.5,"363 E Wacker Dr #1907, Chicago, IL 60601","['HIGH-END FINISHES', 'WORLD-CLASS AMENITIES']",2020.0,Condo/Co-op,"$1,000 monthly HOA fee",CHI - Loop,Cook,Built in 2020,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-608/home/12592221,for_sale,289000.0,660.0,438.0,41.8866836,-87.6212145,1.0,1.0,"222 N Columbus Dr #608, Chicago, IL 60601","['OUTDOOR PATIO WITH GRILLS', 'FULLY EQUIPPED FITNESS CENTER', 'INDOOR POOL', ' HOT TUB', 'PARTY ROOM AND MEDIA ROOM', ' AND SAUNA']",1999.0,Condo/Co-op,$667 monthly HOA fee,CHI - Loop,Cook,Built in 1999,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-2102/home/14094667,for_sale,499900.0,1000.0,500.0,41.8848084,-87.6179477,1.0,1.5,"360 E Randolph St #2102, Chicago, IL 60601","['MAHOGANY WOOD FLOORS', 'INDOOR POOL']",1982.0,Condo/Co-op,"$1,186 monthly HOA fee",Buckingham Residences,Cook,Built in 1982,Condo,Has A/C,Washer and dryer hookups,1 garage space,
https://redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-3501/home/177618724,for_sale,1799000.0,2480.0,725.0,41.8874389,-87.6174933,3.0,2.0,"363 E Wacker Dr #3501, Chicago, IL 60601",,2020.0,Condo/Co-op,"$1,786 monthly HOA fee",CHI - Loop,Cook,Built in 2020,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,
https://redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1710/home/14094589,for_sale,459500.0,1250.0,368.0,41.8847693,-87.6164831,2.0,2.0,"400 E Randolph St #1710, Chicago, IL 60601","['HOT TUB', 'SUNDECK W/ GRILLS', 'HALF-COURT BASKETBALL', 'FITNESS CENTER', 'INDOOR POOL']",1963.0,Condo/Co-op,"$1,006 monthly HOA fee",CHI - Loop,Cook,Built in 1963,Condo,Has A/C,Shared laundry,2 garage spaces,
